year	Customer	AVA	Sensor_ID	grower_ID	grid	Collection_start_date	Collection_end_date	Date_received	j_date	days_sampled	received_to_result	GPM	spores	log_spores	Latitude	Longitude
2022	Donum	Sonoma_coast	S86	Winside	out	3/18/22	3/21/22	3/22/22	22080	3	0	NOT_DETECTED	0	0	38.45643	-122.78551
2022	Donum	Carneros	S87	Block_2_Mt_Eden	Donum	3/18/22	3/21/22	3/22/22	22080	3	0	NOT_DETECTED	0	0	38.23	-122.381
2022	Donum	Carneros	S88	Block_4_Wente_CH	Donum	3/18/22	3/21/22	3/22/22	22080	3	0	NOT_DETECTED	0	0	38.228	-122.382
2022	Oak_Knoll	Oak_Knoll	S78	SC04	out	3/18/22	3/21/22	3/22/22	22080	3	0	NOT_DETECTED	0	0	38.36278	-122.31132
2022	Oak_Knoll	Oak_Knoll	S79	Bell	out	3/18/22	3/21/22	3/22/22	22080	3	0	NOT_DETECTED	0	0	38.38965	-122.34637
2022	Donum	Carneros	S82	16-5_115_PN	Donum	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.22924	-122.40037
2022	Donum	Carneros	S83	16-1_76_CH	Donum	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.22889	-122.40295
2022	Donum	Carneros	S84	13-2_Wente_CH	Donum	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.232	-122.404
2022	Donum	Carneros	S85	18-3_667_PN	Donum	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.23424	-122.3976
2022	Donum	Sonoma_coast	S86	Winside	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.45643	-122.78551
2022	Donum	Carneros	S87	Block_2_Mt_Eden	Donum	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.23	-122.381
2022	Donum	Carneros	S88	Block_4_Wente_CH	Donum	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.228	-122.382
2022	Grapery	Bakersfield	S53	SW_Row_30	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	35.1118	-118.876519
2022	Grapery	Bakersfield	S57	SE_Row_85	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	35.111775	-118.874323
2022	Grapery	Bakersfield	S60	NE_Row_85	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	35.113595	-118.874342
2022	Grapery	Bakersfield	S63	NW_Row_30	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	35.113601	-118.876485
2022	Oak_Knoll	Oak_Knoll	S78	SC04	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.36278	-122.31132
2022	Oak_Knoll	Oak_Knoll	S79	Bell	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.38965	-122.34637
2022	Ridge_Lytton_Springs	Russian_river	S55	Whitton_A	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.6831	-122.87366
2022	Ridge_Lytton_Springs	Russian_river	S62	Lytton_East_A	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.65699	-122.88366
2022	Ridge_Lytton_Springs	Russian_river	S92	Lytton_West_A	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	38.65378	-122.89216
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S69	Perrone_A	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	37.30528	-122.12901
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S76	Ortmann_A	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	37.29285	-122.10722
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S77	Jimsomare_A	out	3/21/22	3/24/22	3/25/22	22083	3	0	NOT_DETECTED	0	0	37.28674	-122.09498
2022	Matthiasson	Oak_Knoll	S90	Linda_Vista	out	3/21/22	3/24/22	3/28/22	22083	3	0	NOT_DETECTED	0	0	38.33933	-122.33626
2022	Gloria_Ferrer	Carneros	S65	A2	Gloria_Ferrer	3/18/22	3/21/22	3/28/22	22080	3	0	NOT_DETECTED	0	0	38.22936	-122.45892
2022	Gloria_Ferrer	Carneros	S70	A4	Gloria_Ferrer	3/18/22	3/21/22	3/28/22	22080	3	0	NOT_DETECTED	0	0	38.22443	-122.46362
2022	Gloria_Ferrer	Carneros	S74a	F4	Gloria_Ferrer	3/18/22	3/21/22	3/28/22	22080	3	0	NOT_DETECTED	0	0	38.2213	-122.46908
2022	Gloria_Ferrer	Carneros	S80	o1	out	3/18/22	3/21/22	3/28/22	22080	3	0	NOT_DETECTED	0	0	38.20129245	-122.4488521
2022	Gloria_Ferrer	Carneros	S81	i6	out	3/18/22	3/21/22	3/28/22	22080	3	0	NOT_DETECTED	0	0	38.194	-122.445
2022	Gloria_Ferrer	Carneros	S65	A2	Gloria_Ferrer	3/21/22	3/24/22	3/28/22	22083	3	0	NOT_DETECTED	0	0	38.22936	-122.45892
2022	Gloria_Ferrer	Carneros	S70	A4	Gloria_Ferrer	3/21/22	3/24/22	3/28/22	22083	3	0	NOT_DETECTED	0	0	38.22443	-122.46362
2022	Gloria_Ferrer	Carneros	S74a	F4	Gloria_Ferrer	3/21/22	3/24/22	3/28/22	22083	3	0	NOT_DETECTED	0	0	38.2213	-122.46908
2022	Gloria_Ferrer	Carneros	S80	o1	out	3/21/22	3/24/22	3/28/22	22083	3	0	NOT_DETECTED	0	0	38.20129245	-122.4488521
2022	Gloria_Ferrer	Carneros	S81	i6	out	3/21/22	3/24/22	3/28/22	22083	3	0	NOT_DETECTED	0	0	38.194	-122.445
2022	Donum	Carneros	S82	16-5_115_PN	Donum	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.22924	-122.40037
2022	Donum	Carneros	S83	16-1_76_CH	Donum	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.22889	-122.40295
2022	Donum	Carneros	S84	13-2_Wente_CH	Donum	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.232	-122.404
2022	Donum	Carneros	S85	18-3_667_PN	Donum	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.23424	-122.3976
2022	Donum	Sonoma_coast	S86	Winside	out	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.45643	-122.78551
2022	Donum	Carneros	S87	Block_2_Mt_Eden	Donum	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.23	-122.381
2022	Donum	Carneros	S88	Block_4_Wente_CH	Donum	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.228	-122.382
2022	Joseph_Phelps	Sonoma_valley	S51	175-02	out	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.4526	-122.35629
2022	Joseph_Phelps	Sonoma_valley	S94	126-01	out	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.45222	-122.36078
2022	Matthiasson	Oak_Knoll	S90	Linda_Vista	out	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.33933	-122.33626
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S69	Perrone_A	out	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	37.30528	-122.12901
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S76	Ortmann_A	out	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	37.29285	-122.10722
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S77	Jimsomare_A	out	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	37.28674	-122.09498
2022	Oak_Knoll	Oak_Knoll	S78	SC04	out	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.36278	-122.31132
2022	Oak_Knoll	Oak_Knoll	S79	Bell	out	3/24/22	3/28/22	3/29/22	22087	4	0	NOT_DETECTED	0	0	38.38965	-122.34637
2022	Ridge_Lytton_Springs	Russian_river	S55	Whitton_A	out	3/24/22	3/28/22	3/29/22	22087	4	1	NOT_DETECTED	0	0	38.6831	-122.87366
2022	Ridge_Lytton_Springs	Russian_river	S62	Lytton_East_A	out	3/24/22	3/28/22	3/29/22	22087	4	1	NOT_DETECTED	0	0	38.65699	-122.88366
2022	Ridge_Lytton_Springs	Russian_river	S92	Lytton_West_A	out	3/24/22	3/28/22	3/29/22	22087	4	1	NOT_DETECTED	0	0	38.65378	-122.89216
2022	Grapery	Bakersfield	S53	SW_Row_30	out	3/24/22	3/29/22	3/29/22	22088	5	1	NOT_DETECTED	0	0	35.1118	-118.876519
2022	Grapery	Bakersfield	S57	SE_Row_85	out	3/24/22	3/29/22	3/29/22	22088	5	1	NOT_DETECTED	0	0	35.111775	-118.874323
2022	Grapery	Bakersfield	S60	NE_Row_85	out	3/24/22	3/29/22	3/29/22	22088	5	1	NOT_DETECTED	0	0	35.113595	-118.874342
2022	Grapery	Bakersfield	S63	NW_Row_30	out	3/24/22	3/29/22	3/29/22	22088	5	1	NOT_DETECTED	0	0	35.113601	-118.876485
2022	Gloria_Ferrer	Carneros	S65	A2	Gloria_Ferrer	3/24/22	3/28/22	3/31/22	22087	4	1	NOT_DETECTED	0	0	38.22936	-122.45892
2022	Gloria_Ferrer	Carneros	S70	A4	Gloria_Ferrer	3/24/22	3/28/22	3/31/22	22087	4	1	NOT_DETECTED	0	0	38.22443	-122.46362
2022	Gloria_Ferrer	Carneros	S74a	F4	Gloria_Ferrer	3/24/22	3/28/22	3/31/22	22087	4	1	NOT_DETECTED	0	0	38.2213	-122.46908
2022	Gloria_Ferrer	Carneros	S80	o1	out	3/24/22	3/28/22	3/31/22	22087	4	1	NOT_DETECTED	0	0	38.20129245	-122.4488521
2022	Gloria_Ferrer	Carneros	S81	i6	out	3/24/22	3/28/22	3/31/22	22087	4	1	NOT_DETECTED	0	0	38.194	-122.445
2022	Grapery	Bakersfield	S53	SW_Row_30	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	35.1118	-118.876519
2022	Grapery	Bakersfield	S57	SE_Row_85	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	35.111775	-118.874323
2022	Grapery	Bakersfield	S60	NE_Row_85	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	35.113595	-118.874342
2022	Grapery	Bakersfield	S63	NW_Row_30	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	35.113601	-118.876485
2022	Joseph_Phelps	Sonoma_valley	S51	175-02	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	38.4526	-122.35629
2022	Joseph_Phelps	Sonoma_valley	S94	126-01	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	38.45222	-122.36078
2022	Matthiasson	Oak_Knoll	S90	Linda_Vista	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	38.33933	-122.33626
2022	Oak_Knoll	Oak_Knoll	S78	SC04	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	38.36278	-122.31132
2022	Oak_Knoll	Oak_Knoll	S79	Bell	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	38.38965	-122.34637
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S69	Perrone_A	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	37.30528	-122.12901
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S76	Ortmann_A	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	37.29285	-122.10722
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S77	Jimsomare_A	out	3/28/22	3/31/22	4/1/22	22090	3	0	NOT_DETECTED	0	0	37.28674	-122.09498
2022	Donum	Carneros	S82	16-5_115_PN	Donum	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.22924	-122.40037
2022	Donum	Carneros	S83	16-1_76_CH	Donum	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.22889	-122.40295
2022	Donum	Carneros	S84	13-2_Wente_CH	Donum	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.232	-122.404
2022	Donum	Carneros	S85	18-3_667_PN	Donum	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.23424	-122.3976
2022	Donum	Sonoma_coast	S86	Winside	out	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.45643	-122.78551
2022	Donum	Carneros	S87	Block_2_Mt_Eden	Donum	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.23	-122.381
2022	Donum	Carneros	S88	Block_4_Wente_CH	Donum	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.228	-122.382
2022	Gloria_Ferrer	Carneros	S65	A2	Gloria_Ferrer	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.22936	-122.45892
2022	Gloria_Ferrer	Carneros	S70	A4	Gloria_Ferrer	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.22443	-122.46362
2022	Gloria_Ferrer	Carneros	S74a	F4	Gloria_Ferrer	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.2213	-122.46908
2022	Gloria_Ferrer	Carneros	S80	o1	out	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.20129245	-122.4488521
2022	Gloria_Ferrer	Carneros	S81	i6	out	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.194	-122.445
2022	Ridge_Lytton_Springs	Russian_river	S55	Whitton_A	out	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.6831	-122.87366
2022	Ridge_Lytton_Springs	Russian_river	S62	Lytton_East_A	out	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.65699	-122.88366
2022	Ridge_Lytton_Springs	Russian_river	S92	Lytton_West_A	out	3/28/22	3/31/22	4/5/22	22090	3	0	NOT_DETECTED	0	0	38.65378	-122.89216
2022	Donum	Carneros	S82	16-5_115_PN	Donum	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.22924	-122.40037
2022	Donum	Carneros	S83	16-1_76_CH	Donum	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.22889	-122.40295
2022	Donum	Carneros	S84	13-2_Wente_CH	Donum	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.232	-122.404
2022	Donum	Carneros	S85	18-3_667_PN	Donum	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.23424	-122.3976
2022	Donum	Sonoma_coast	S86	Winside	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.45643	-122.78551
2022	Donum	Carneros	S87	Block_2_Mt_Eden	Donum	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.23	-122.381
2022	Donum	Carneros	S88	Block_4_Wente_CH	Donum	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.228	-122.382
2022	Joseph_Phelps	Sonoma_valley	S51	175-02	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.4526	-122.35629
2022	Joseph_Phelps	Sonoma_valley	S94	126-01	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.45222	-122.36078
2022	Matthiasson	Oak_Knoll	S90	Linda_Vista	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.33933	-122.33626
2022	Oak_Knoll	Oak_Knoll	S78	SC04	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.36278	-122.31132
2022	Oak_Knoll	Oak_Knoll	S79	Bell	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.38965	-122.34637
2022	Ridge_Lytton_Springs	Russian_river	S55	Whitton_A	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.6831	-122.87366
2022	Ridge_Lytton_Springs	Russian_river	S62	Lytton_East_A	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.65699	-122.88366
2022	Ridge_Lytton_Springs	Russian_river	S92	Lytton_West_A	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	38.65378	-122.89216
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S69	Perrone_A	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	37.30528	-122.12901
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S76	Ortmann_A	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	37.29285	-122.10722
2022	Ridge_Monte_Bello	Santa_cruz_mountains	S77	Jimsomare_A	out	3/31/22	4/4/22	4/5/22	22094	4	0	NOT_DETECTED	0	0	37.28674	-122.09498
2022	Grapery	Bakersfield	S53	SW_Row_30	out	3/31/22	4/4/22	4/8/22	22094	4	NA	NOT_DETECTED	0	0	35.1118	-118.876519
2022	Grapery	Bakersfield	S57	SE_Row_85	out	3/31/22	4/4/22	4/8/22	22094	4	NA	NOT_DETECTED	0	0	35.111775	-118.874323
2022	Grapery	Bakersfield	S60	NE_Row_85	out	3/31/22	4/4/22	4/8/22	22094	4	NA	NOT_DETECTED	0	0	35.113595	-118.874342
2022	Grapery	Bakersfield	S63	NW_Row_30	out	3/31/22	4/4/22	4/8/22	22094	4	NA	NOT_DETECTED	0	0	35.113601	-118.876485
2022	Donum	Carneros	S82	16-5_115_PN	Donum	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.22924	-122.40037
2022	Donum	Carneros	S83	16-1_76_CH	Donum	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.22889	-122.40295
2022	Donum	Carneros	S84	13-2_Wente_CH	Donum	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.232	-122.404
2022	Donum	Carneros	S85	18-3_667_PN	Donum	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.23424	-122.3976
2022	Donum	Sonoma_coast	S86	Winside	out	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.45643	-122.78551
2022	Donum	Carneros	S87	Block_2_Mt_Eden	Donum	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.23	-122.381
2022	Donum	Carneros	S88	Block_4_Wente_CH	Donum	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.228	-122.382
2022	Joseph_Phelps	Sonoma_valley	S51	175-02	out	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.4526	-122.35629
2022	Joseph_Phelps	Sonoma_valley	S94	126-01	out	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.45222	-122.36078
2022	Matthiasson	Oak_Knoll	S90	Linda_Vista	out	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.33933	-122.33626
2022	Bundschu	Carneros	S95	R.A.C	out	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.34575	-122.49996
2022	Bundschu	Carneros	S96	RV-05	Bundschu	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.27753	-122.41995
2022	Bundschu	Carneros	S99	RV-02	Bundschu	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.2762	-122.42171
2022	Bundschu	Carneros	S101	RV-07A1	Bundschu	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.27572	-122.42454
2022	Bundschu	Carneros	S109	RV-04	Bundschu	4/4/22	4/7/22	4/8/22	22097	3	NA	NOT_DETECTED	0	0	38.27475	-122.42392
2022	Donum	Carneros	S82	16-5_115_PN	Donum	4/7/22	4/11/22	4/12/22	22101	4	1	NOT_DETECTED	0	0	38.22924	-122.40037
2022	Donum	Carneros	S83	16-1_76_CH	Donum	4/7/22	4/11/22	4/12/22	22101	4	1	NOT_DETECTED	0	0	38.22889	-122.40295
2022	Donum	Carneros	S84	13-2_Wente_CH	Donum	4/7/22	4/11/22	4/12/22	22101	4	1	NOT_DETECTED	0	0	38.232	-122.404
2022	Donum	Carneros	S85	18-3_667_PN	Donum	4/7/22	4/11/22	4/12/22	22101	4	1	NOT_DETECTED	0	0	38.23424	-122.3976
2022	Donum	Sonoma_coast	S86	Winside	out	4/7/22	4/11/22	4/12/22	22101	4	1	NOT_DETECTED	0	0	38.45643	-122.78551
2022	Donum	Carneros	S87	Block_2_Mt_Eden	Donum	4/7/22	4/11/22	4/12/22	22101	4	1	NOT_DETECTED	0	0	38.23	-122.381
2022	Donum	Carneros	S88	Block_4_Wente_CH	Donum	4/7/22	4/11/22	4/12/22	22101	4	1	NOT_DETECTED	0	0	38.228	-122.382
2022	Gloria_Ferrer	Carneros	S65	A2	Gloria_Ferrer	3/31/22	4/4/22	4/12/22	22094	4	1	NOT_DETECTED	0	0	38.22936	-122.45892
2022	Gloria_Ferrer	Carneros	S70	A4	Gloria_Ferrer	3/31/22	4/4/22	4/12/22	22094	4	1	NOT_DETECTED	0	0	38.22443	-122.46362
2022	Gloria_Ferrer	Carneros	S74a	F4	Gloria_Ferrer	3/31/22	4/4/22	4/12/22	22094	4	1	NOT_DETECTED	0	0	38.2213	-122.46908
2022	Gloria_Ferrer	Carneros	S80	o1	out	3/31/22	4/4/22	4/12/22	22094	4	1	NOT_DETECTED	0	0	38.20129245	-122.4488521
2022	Gloria_Ferrer	Carneros	S81	i6	out	3/31/22	4/4/22	4/12/22	22094	4	1	NOT_DETECTED	0	0	38.194	-122.445
2022	Gloria_Ferrer	Carneros	S65	A2	Gloria_Ferrer	4/4/22	4/7/22	4/12/22	22097	3	1	NOT_DETECTED	0	0	38.22936	-122.45892
2022	Gloria_Ferrer	Carneros	S70	A4	Gloria_Ferrer	4/4/22	4/7/22	4/12/22	22097	3	1	NOT_DETECTED	0	0	38.22443	-122.46362
